track_name,track_id,track_duration,track_popularity,track_explicit,album_name,album_id,album_release_date,album_release_date_precision,album_total_tracks,album_type,artist_name,artist_id,played_at
They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!,6pvwYMVs13EJ8jj4LMX0aV,309786,40,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:04:52.380Z
"Let's hear that string part again, because I don't think they heard it all the way out in Bushnell",6dZms5gdDcCFvfuBzGPRDH,40373,38,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:05:33.176Z
In This Temple As in The Hearts of Man For Whom He Saved The Earth,4AXlxpofniQO0rJrXuc3U5,35386,35,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:06:07.962Z
The Seer's Tower,4tcxg3xWf4y0V6mTt1VSFo,233986,35,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:10:01.748Z
"The Tallest Man, the Broadest Shoulders Part I: The Great Frontier Part II: Come to Me Only With Playthings Now",5LLa7Xb6xfRVpRXgjyevvM,422986,34,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:17:05.780Z
"Riffs and Variations on a single note for Jelly Roll, Earl Hines, Louis Armstrong, Baby Dodds, and the King of Swing, to name a few",0Hq2ZhF4uuDJheQBfsXU4p,46880,31,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:17:52.422Z
"Out of Egypt, into the Great Laugh of Mankind, and I shake the dirt from my sandals as I run",3zFy1R0QhiT3YMXTxV0KRd,261385,32,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:22:13.836Z
"Concerning the UFO sighting near Highland, Illinois",2BjRhZ2IJmsO1GRquNldsP,128985,50,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:24:22.891Z
"The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or...",4LyO99BhEMAyVGe4J5genE,134786,38,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:26:38.013Z
Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,3vbxQpZdIXJ3oALBd8OyQ6,405626,44,False,Illinois,1pOl0KEC1iQnA6F0XxV4To,2005-07-05,day,22,album,Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2023-03-13T20:49:37.467Z
The Illest Villains,2Jn0wHQ2lEif2gLRsyfaf2,115360,50,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:17:14.296Z
Accordion,67vrmPygrZ9giGqHUSReAT,118853,63,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:19:12.355Z
Meat Grinder,4WM1hvYr2NC6bQnQXcj3sH,131866,67,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:21:24.549Z
Bistro,4kSYZCV2qlTpCPu0NnMoSR,67520,59,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:22:32.092Z
Raid,3KQh7ppbDxVjdJBtjvP5BU,150520,62,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:25:02.352Z
America's Most Blunted,1QmVaiJKcXUMMBfd1fonI0,234040,54,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:28:56.383Z
Sickfit,4NpMpsiq6LX8eikg9Gcvsj,81880,50,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:30:18.393Z
Rainbows,63qqAXlMFDKO9gkIMiq3KH,171840,50,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:33:10.396Z
Curls,0V3nTTKA24XKCayp8igU4l,95506,60,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:34:46.154Z
Do Not Fire!,1APrKVAuOsotWulrz0GyAz,52826,48,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:35:38.916Z
Money Folder,7N1Z5IAGMEWXZcxfpFt87k,182800,51,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:38:41.111Z
Shadows of Tomorrow,2DGrID7i8pkoqR2gHxnEHC,156186,49,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:41:17.919Z
Operation Lifesaver aka Mint Test,44lxKKHQuGj9Y99hnmtOTK,90133,48,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:42:47.733Z
Shadows of Tomorrow,2DGrID7i8pkoqR2gHxnEHC,156186,49,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:46:50.641Z
Operation Lifesaver aka Mint Test,44lxKKHQuGj9Y99hnmtOTK,90133,48,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:48:20.925Z
Figaro,7oFiFPltiQTBqVutyiSwvE,145706,62,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:50:46.351Z
Hardcore Hustle,43u5j2bJ6E9nZV3PbPAoAe,81920,47,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:52:08.486Z
Strange Ways,1JLvr8qmZ6hQM7H6MsIqHV,111666,52,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:53:59.354Z
Fancy Clown,1YgDGKyKhFlimPw3mLavPG,115826,65,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:55:55.362Z
Eye,7BQWkQjZ4RmzCehucHJmt3,117773,51,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:57:53.133Z
Supervillain Theme,2m10twwgw9NxzvlQkwCOIO,52720,50,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T21:58:46.516Z
All Caps,21O0XXPEWPtePt5RMY93Ob,130479,69,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:00:56.915Z
Great Day,2teH8BAM9q2oSmBre5hiQM,136920,52,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:03:13.638Z
Rhinestone Cowboy,1IM5em8ceA9Ukorn9xf19w,239826,52,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:07:13.581Z
The Illest Villains,2Jn0wHQ2lEif2gLRsyfaf2,115360,50,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:09:09.165Z
Accordion,67vrmPygrZ9giGqHUSReAT,118853,63,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:11:08.320Z
Meat Grinder,4WM1hvYr2NC6bQnQXcj3sH,131866,67,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:13:20.212Z
Bistro,4kSYZCV2qlTpCPu0NnMoSR,67520,59,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-13T22:14:27.318Z
15 Step,4oXg7xT4ksBxHTx8PcmSXw,237293,61,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-13T22:20:30.039Z
Bodysnatchers,4pWIwnnqx8k01fuF95UMIg,242293,60,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-13T22:24:32.444Z
Nude,35YyxFpE0ZTOoqFx5bADW8,255386,67,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-13T22:28:47.728Z
Weird Fishes/ Arpeggi,4wajJ1o7jWIg62YqpkHC7S,318186,70,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-13T22:34:05.102Z
All I Need,5Qv2Nby1xTr9pQyjkrc94J,228746,66,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-13T22:59:58.852Z
Toxicity,0snQkGI5qnAmohLE7jTsTn,218933,79,False,Toxicity,6jWde94ln40epKIQCd8XUh,2001-09-04,day,15,album,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,2023-03-14T01:38:39.036Z
I Am the Sun,057F4Msuc8aLxhNfCJEQhG,203360,15,False,Great Annihilator,2fsP2ce5NN9pU9X74QWmOK,1995-01-01,day,17,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T01:42:03.181Z
Nosferatu Man,55sPjd9D4VelNiR70Y1cCr,334973,41,False,Spiderland,2NnkLRaeX33d1Mn8ZLgTo8,1991-03-15,day,6,album,Slint,4IwOItqRhsIoRuD5HP4vyC,2023-03-14T01:47:38.714Z
Little Birds - Live [2014],337ozPp0qC9WVOtqeA6vW0,373975,38,False,Little Birds,6W06B6AqeuOXBAIKGqbGHT,2023-01-10,day,2,single,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-14T03:56:06.731Z
Flume,0bhBtXHQX3u6dSAPF59qGx,219000,61,False,"For Emma, Forever Ago",7EJ0OT5ZqybXxcYRa6mccM,2008-02-19,day,9,album,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,2023-03-14T03:59:44.472Z
King of Carrot Flowers Pts. 2 & 3,1ULovMYbbglXIn9TQzMsKz,186280,49,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-14T05:14:05.670Z
King of Carrot Flowers Pts. 2 & 3,1ULovMYbbglXIn9TQzMsKz,186280,49,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-14T06:12:15.372Z
Sit In The Middle Of Three Galloping Dogs,2QmslZOeenMgHuMlNUsRe0,308520,28,False,He Has Left Us Alone But Shafts Of Light Sometimes Grace The Corner Of Our Rooms,298tKa2DPLT9GNmY8vsvLj,2000-03-13,day,8,album,Silver Mt. Zion,0bRpSBtMd3stO4J6TWclMb,2023-03-14T06:24:43.879Z
Mother of the World,5zNQPB67iLm11Zyg6hwiQX,597253,24,False,The Seer,774XM9c4BAxkNqvu7Rea1E,2012-01-01,day,11,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T06:36:26.817Z
Lunacy,00DVtdi8lE9em4GdOADTvH,368986,27,False,The Seer,774XM9c4BAxkNqvu7Rea1E,2012-01-01,day,11,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T06:42:36.422Z
Hacker,7y8X0Z04gJCKtfrnSAMywJ,275520,54,True,The Money Store,1PQDjdBpHPikAodJqjzm6a,2012-04-23,day,13,album,Death Grips,5RADpgYLOuS2ZxDq7ggYYH,2023-03-14T06:47:12Z
Bring the Sun / Toussaint L'Ouverture,1Fiwuxs4a6DwSJkvvl3lz1,2045258,28,False,To Be Kind,1WwiyWxa40PKucRxIKlEVM,2014-05-12,day,10,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T07:21:18.340Z
"Good Morning, Captain",1BNZMXjqqULiV0DmFU1B8S,459333,43,False,Spiderland,2NnkLRaeX33d1Mn8ZLgTo8,1991-03-15,day,6,album,Slint,4IwOItqRhsIoRuD5HP4vyC,2023-03-14T07:28:58.136Z
Hunter,052QjISGAv9TPgtypVETn1,583160,43,False,Deathconsciousness,6MH3CAXp8AN8ELrbex18dM,2008-01-01,day,13,album,Have A Nice Life,0FRKTwQSToXpCxYMhyUzYY,2023-03-14T07:38:41.684Z
Mladic,7C74YYs3w11kyXBYBgD3Zq,1199533,30,False,Allelujah! Don't Bend! Ascend!,1OhcoQdeYqt68I22NWEdF0,2012-10-15,day,4,album,Godspeed You! Black Emperor,4svpOyfmQKuWpHLjgy4cdK,2023-03-14T07:58:41.254Z
Nathalie Neal,2D0WxpHI4Mk5uPOlDZzM6H,614965,21,False,To Be Kind,1WwiyWxa40PKucRxIKlEVM,2014-05-12,day,10,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T08:08:56.458Z
A Little God in My Hands,3YiQ2tsI1CQbK3txKW2Tvu,428173,32,False,To Be Kind,1WwiyWxa40PKucRxIKlEVM,2014-05-12,day,10,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T08:16:06.077Z
Blackstar,0Fao855T3klV3REFRFHRF3,597933,48,False,Blackstar,2w1YJXWMIco6EBf0CovvVN,2016-01-08,day,7,album,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,2023-03-14T08:26:03.597Z
Screen Shot,2PzNFF5P9ezfuGpuyHPdyV,484532,38,False,To Be Kind,1WwiyWxa40PKucRxIKlEVM,2014-05-12,day,10,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T08:34:09.364Z
I Was a Prisoner in Your Skull,2EuOoBJJ0qPxGYou7nG1F4,399133,25,False,Soundtracks for the Blind,7yV8WpwCChvzW3qr5MuzMf,1996-10-22,day,26,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-14T08:40:48.957Z
Undo,0lhuD47gUUYuBNnYCrVGh9,338400,38,False,Vespertine,4u3MPfHM60rFFULJebZIay,2001-08-27,day,12,album,Björk,7w29UYBi0qsHi5RTcv3lmA,2023-03-14T15:44:57.919Z
anything,4PwWESSlTwzvw9B7bmtTLS,202047,58,False,songs,2Qt8Z1LB3Fsrf6nhBNsvUJ,2020-10-23,day,11,album,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,2023-03-14T17:02:48.764Z
Neighborhood #4 (7 Kettles),6oMBDrzwGG1BzCoZyPyGuG,289733,39,False,Funeral,6ZB8qaR9JNuS0Q0bG1nbcH,2004-06-16,day,10,album,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,2023-03-14T17:07:39.401Z
Flume,0bhBtXHQX3u6dSAPF59qGx,219000,61,False,"For Emma, Forever Ago",7EJ0OT5ZqybXxcYRa6mccM,2008-02-19,day,9,album,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,2023-03-14T17:11:18.620Z
BLOODY STREAM,3BSPKTravgBDjmuG1rIXvw,261920,64,False,BLOODY STREAM,3Jyv6ZSMdzPKSd83r75dLW,2013-01-30,day,2,single,Coda,2xcKG6XtsW4NV5zMXWuL6n,2023-03-14T17:17:06.552Z
Flume,0bhBtXHQX3u6dSAPF59qGx,219000,61,False,"For Emma, Forever Ago",7EJ0OT5ZqybXxcYRa6mccM,2008-02-19,day,9,album,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,2023-03-14T17:20:46.639Z
Can't You See,5jLCvlRBoTn8tbj7OaxAGX,220933,25,False,Public Strain,6LXxaLlPn935COOJwB2wCV,2010-08-24,day,11,album,Women,2uf32eac3VFGHBonRKaLXQ,2023-03-14T17:24:16.420Z
Hoppípolla,6eTGxxQxiTFE6LfZHC33Wm,270013,53,False,Takk...,3sE83l3A58DipFp3EzNLiE,2005-08-22,day,11,album,Sigur Rós,6UUrUCIZtQeOf8tC0WuzRy,2023-03-14T17:30:44.269Z
"Near DT, MI",5jXzG56pDO74wRBG7GBoyf,140466,45,False,Schlagenheim,5M9SijJoRgczSknq2LaHJN,2019-06-21,day,9,album,black midi,7Hvq85OU8T7Hsd63zNBwaL,2023-03-14T17:33:05.414Z
불면증 Insomnia,12CBYIHjFqbObXTxrDmoJ5,275250,24,False,불면증 Insomnia,4M4IFK5IFYn4bIcU7QI2hE,2022-11-09,day,1,single,Parannoul,7eZbNxarrTW4VkRI8u9aDX,2023-03-14T17:38:52.124Z
Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,202546,78,False,American Teen,6kf46HbnYCZzP6rjvQHYzg,2017-04-27,day,15,album,Khalid,6LuN9FCkKOj5PcnpouEgny,2023-03-14T17:42:15.123Z
Warm Tape,5Gaa7hN370tdYzMdmprK5b,255973,35,False,By the Way,1jWKVgnHX8nwR551hQNx5K,2002-07-09,day,16,album,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,2023-03-14T17:46:31.695Z
Oh Klahoma,6SZwj6cjc8JQbkrr8cbIUn,185223,69,False,Pop Food,1RHa1VdX6lsLbeedgsV1cb,2017-03-25,day,11,album,Jack Stauber,1vVHevk2PD45epYnDi9CCc,2023-03-14T17:49:37.501Z
Range Life,6jR6FMCEoWGdEpFVRlMZM7,294760,49,True,"Crooked Rain, Crooked Rain",1XFNz6KIvLyIsLFOiLRKqP,1994-02-14,day,12,album,Pavement,3inCNiUr4R6XQ3W43s9Aqi,2023-03-14T17:54:32.599Z
Aheym,5G6E55eG8tvQrwlSAee9bh,599654,18,False,Aheym,7niMyBNBYrDYDNX2sNECjN,2013-11-05,day,4,album,Bryce Dessner,5HHKeO04SOcxUxjruFXf5l,2023-03-14T18:04:32.175Z
The Smell of a Midsummer Night,319KnlR2nH5rXprCqlyCtK,233306,27,False,Heard that there's good pasta,4r59WawogtpQYeO8tcBBcA,2020-09-09,day,12,album,Aimyon,5kVZa4lFUmAQlBogl1fkd6,2023-03-14T18:08:25.855Z
BTSTU - Demo,59bvVhQYDomd4zc1gWYc3z,210880,41,True,Leak 04-13 (Bait Ones),4bCsLPQuCdQQBQOLs5MuNr,2013-04-13,day,16,album,Jai Paul,53wZLCnhshZKDRs3uopFBc,2023-03-14T18:15:58.375Z
Reckoner,02ppMPbg1OtEdHgoPqoqju,290213,63,False,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007-12-28,day,10,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-14T18:20:49.697Z
Falling,29dVlSfv2bvNCOoq1NMXSc,416553,26,False,Plays the Music of Twin Peaks,7dUOVdmLAEzqu5rvxYKUfA,2016-08-19,day,12,album,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,2023-03-14T18:27:02.292Z
ghost,3nfosq8fXaM506M6L52kjI,321893,30,False,光の中に,38ynpfIMWM4ZM4u77tdWjR,2019-05-29,day,13,album,踊ってばかりの国,0FA31wmImS3Px3LyRxtiS2,2023-03-15T00:39:47.476Z
In the Aeroplane Over the Sea,5rfT032kGmLvbxZzfHlu5D,202346,63,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-15T00:48:38.654Z
"Good Morning, Captain",1BNZMXjqqULiV0DmFU1B8S,459333,43,False,Spiderland,2NnkLRaeX33d1Mn8ZLgTo8,1991-03-15,day,6,album,Slint,4IwOItqRhsIoRuD5HP4vyC,2023-03-15T01:12:13.265Z
"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,204773,69,False,Comedown Machine,4WnkQO4xD9ljQooB3VIxCV,2013-03-25,day,11,album,The Strokes,0epOFNiUfyON9EYx7Tpr6V,2023-03-15T01:15:38.408Z
Hidden Place,4c6LgotpKGB791EsNeu9gr,329360,44,False,Vespertine,4u3MPfHM60rFFULJebZIay,2001-08-27,day,12,album,Björk,7w29UYBi0qsHi5RTcv3lmA,2023-03-15T01:43:48.073Z
Hidden Place,4c6LgotpKGB791EsNeu9gr,329360,44,False,Vespertine,4u3MPfHM60rFFULJebZIay,2001-08-27,day,12,album,Björk,7w29UYBi0qsHi5RTcv3lmA,2023-03-15T02:23:36.805Z
Battery Kinzie,64rUORJh4zikFaieRu9xVq,169000,38,False,Helplessness Blues,7D0rCfJjFj9x0bdgRKtvzb,2011-05-03,day,12,album,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,2023-03-15T02:33:57.333Z
anything,4PwWESSlTwzvw9B7bmtTLS,202047,58,False,songs,2Qt8Z1LB3Fsrf6nhBNsvUJ,2020-10-23,day,11,album,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,2023-03-15T02:37:19.664Z
Two-Headed Boy,27AG99NmWMFLRoyZMMPNW2,266106,52,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-15T02:41:47.334Z
Love More,6wleKOJoHGaOPtJJWvJes6,272067,33,False,Love More,6CKCSM8cVK7JfKYptn3FU4,2021-04-15,day,1,single,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,2023-03-15T02:46:19.591Z
When I'm Small,0PERS23jNsjcjBywXLvpyc,249066,58,False,Eyelid Movies,4EbDqql0TmQPSDaSgDnoEZ,2010,year,11,album,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,2023-03-15T02:50:28.771Z
Space Song,1ujxjsoNvh4XgS2fUNwkZ2,320466,73,False,Depression Cherry,5tTmosmyV33wCiwniZc4Qs,2015-08-28,day,9,album,Beach House,56ZTgzPBDge0OvCGgMO3OY,2023-03-15T02:55:49.694Z
夜鷹,2hnrioxoZCljW6VbbO0Bvv,313826,33,False,eureka,3PYWQo89juaAr0HooKtfEH,2013-02-06,day,9,album,Kinokoteikoku,61H9d7hbIfFNxJJQmIL9AJ,2023-03-15T03:01:04.535Z
Nevena,54vidYRPVYnv8aB6yGRv98,223501,25,False,Chronovision,4TAmYdA51CgKukT5moHIMh,2015-10-09,day,12,album,Oberhofer,5zb7wVUx1vTXLB6HX26EnX,2023-03-15T03:04:47.963Z
Pleaser,11zf7m4vw9Ze7cer9Nyhk1,187895,66,False,Pleaser,3XwLvPyeeyTjFKeBdtC978,2017-04-12,day,1,single,Wallows,0NIPkIjTV8mB795yEIiPYL,2023-03-15T03:19:19.826Z
Some Summers They Drop Like Flys,1SRR4NhSAhvreSHKQBtplB,379693,18,False,"Whatever You Love, You Are",2UjPnsZmxzCOPVkGzPm7G4,2000-01-01,day,6,album,Dirty Three,1QUsHFoDqNsC0W9AlNyHWF,2023-03-15T07:01:40.937Z
13 Angels Standing Guard 'Round The Side Of Your Bed,7jbLjvNlKbfCRUoFWKo5TR,442293,47,False,He Has Left Us Alone But Shafts Of Light Sometimes Grace The Corner Of Our Rooms,298tKa2DPLT9GNmY8vsvLj,2000-03-13,day,8,album,Silver Mt. Zion,0bRpSBtMd3stO4J6TWclMb,2023-03-15T07:22:31.654Z
Messenger,6cAbIQ5tachruXGBnXNuQ1,201826,34,False,Misery Is a Butterfly,2IOkphZwsrRk1nWRkikEgK,2004-03-15,day,11,album,Blonde Redhead,5isqImG0rLfAgBJSPMEVXF,2023-03-15T13:51:32.310Z
Long Lost,3UogKIjMzKOTRN1VyuBZFP,284687,45,False,Long Lost,5gEBQoKHOrgTXRLYMUKCly,2021-04-16,day,3,single,Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,2023-03-15T13:56:17.466Z
